,Dish Name,Calories (kcal),Carbohydrates (g),Protein (g),Fats (g),Free Sugar (g),Fibre (g),Sodium (mg),Calcium (mg),Iron (mg),Vitamin C (mg)
591,Hot chocolate,90.01,9.02,3.43,4.61,8.86,0.0,36.04,113.63,0.33,3.62
592,Cold coffee,82.76,11.98,1.93,3.29,11.91,0.0,15.35,64.43,0.14,2.56
593,Banana milkshake with ice cream,76.45,11.15,2.01,2.77,9.94,0.27,16.63,68.3,0.14,6.99
594,Flavoured milkshake,66.78,8.65,2.06,2.83,8.61,0.0,16.34,75.05,0.11,3.62
595,Jal jeera,30.24,6.7,0.44,0.26,5.71,0.95,215.62,24.72,0.84,2.23
596,Gingo,48.02,12.42,0.14,0.06,12.08,0.17,21.5,6.33,0.21,8.39
597,Mintade,40.32,10.59,0.03,0.02,10.47,0.03,26.69,2.1,0.05,8.5
598,Canjee,6.61,0.44,0.24,0.42,0.21,0.36,43.03,5.82,0.17,0.52
599,Cauliflower canjee,6.9,0.35,0.39,0.42,0.09,0.49,41.45,6.26,0.22,7.86
600,Potato canjee,16.26,2.69,0.44,0.39,0.1,0.43,35.99,5.21,0.22,7.72
601,Vermicelli porridge,78.4,10.56,2.5,2.98,7.04,0.48,65.33,72.96,0.2,4.82
602,Semolina upma,147.89,16.31,3.3,7.49,1.31,3.24,101.59,21.57,1.1,4.64
603,Vermicelli upma,149.11,16.88,3.11,7.45,1.4,3.21,101.8,20.3,0.93,4.64
604,Rice upma,151.27,17.96,2.63,7.46,1.13,2.12,101.75,17.57,0.67,4.64
605,Bread upma,129.51,12.6,2.8,7.75,1.56,1.96,176.44,45.22,0.82,4.64
606,Vegetable upma,146.47,16.46,4.73,6.63,1.39,4.19,347.02,26.68,1.35,14.42
607,Poha,294.53,35.05,6.09,14.14,0.87,3.72,377.1,37.67,3.01,6.62
608,Vegetable poha,180.52,21.52,4.89,8.07,1.4,3.76,418.02,28.01,1.92,7.21
609,Moong dal stuffed cheela/chilla,154.89,19.42,6.97,5.11,1.11,4.25,267.23,39.34,2.22,34.81
610,Paneer stuffed cheela/chilla,205.19,19.16,11.44,8.89,3.81,4.03,289.1,151.3,2.41,19.76
611,Indian style egg bhujia,102.83,3.76,6.1,7.02,1.95,1.53,218.05,31.9,1.14,13.56
612,French omelette/omlet,211.04,0.41,10.03,18.86,0.1,0.38,381.85,46.35,1.58,0.48
613,Puffy omelette/omlet,188.15,0.08,8.82,16.84,0.08,0.0,340.53,34.96,1.2,0.0
614,Orange omelette/omlet,194.66,1.68,8.93,16.84,1.68,0.0,340.92,37.33,1.26,7.2
615,Cheese and mushroom omelette/omlet,205.63,1.68,9.69,17.82,1.07,0.93,400.29,148.77,1.01,0.48
616,Spanish omelette/omlet,157.45,5.1,8.25,11.44,1.03,2.54,233.87,31.72,1.28,28.63
617,Mixed stock,25.19,0.33,2.06,1.71,0.2,0.15,9.51,2.06,0.07,2.58
618,Meat stock,24.48,0.0,2.1,1.78,0.0,0.0,8.62,0.86,0.05,0.0
619,White stock,6.99,0.4,0.07,0.56,0.24,0.17,1.56,1.58,0.03,2.58
620,Meat consomme,29.76,0.51,14.86,13.68,0.24,0.71,12665.52,115.88,4.22,2.44
621,Green pea soup,39.81,3.63,11.06,12.9,0.87,2.49,10958.11,46.63,2.18,41.12
622,Spinach soup,32.59,3.03,10.54,14.26,0.29,1.98,12088.21,56.23,2.68,30.99
623,Mixed vegetable soup,35.71,2.95,8.22,11.66,1.64,1.64,9202.27,50.69,1.74,20.06
624,Cheese soup,41.13,1.87,12.39,17.07,0.84,1.8,13695.35,83.65,2.4,5.29
625,Cream of carrot soup,59.77,5.69,8.27,12.35,1.77,1.98,8694.79,57.24,1.73,10.68
626,Cream of broccoli soup,56.14,3.72,8.97,12.75,1.59,1.89,8792.43,66.55,1.82,68.91
627,Cream of potato soup,60.2,6.14,8.1,12.05,1.24,1.51,8503.99,51.97,1.7,28.86
628,Almond soup,78.65,3.68,10.13,13.8,1.94,0.91,8376.94,114.95,2.83,7.68
629,Cold cucumber cream soup,11.88,1.76,0.34,0.34,0.51,0.73,207.89,8.02,0.16,14.72
630,Cold tomato soup,16.9,0.59,0.11,1.56,0.22,0.16,287.15,4.2,0.1,10.09
631,Chicken stew,127.55,4.44,7.19,8.91,1.43,1.82,79.62,31.53,0.9,20.89
632,Veg paneer stew,145.55,10.22,6.98,8.41,4.85,3.08,73.15,160.51,1.37,32.41
633,Onion-green chilli parantha/paratha,191.27,26.37,4.37,7.27,2.71,5.16,241.19,24.91,1.81,3.05
634,Methi parantha/paratha,148.36,22.19,4.27,4.34,2.44,5.09,48.36,65.85,2.42,12.63
635,Bathua poori,598.79,13.85,2.35,59.14,0.41,1.87,49.71,30.83,0.96,4.56
636,Gram flour poori,697.66,10.93,2.59,71.51,0.35,1.94,58.33,7.09,0.71,0.0
637,Beetroot poori,527.66,12.29,1.91,52.18,0.54,1.4,46.48,5.38,0.6,0.29
638,Peas poori,592.83,14.92,3.04,57.69,0.48,2.25,47.77,8.96,0.84,4.61
639,Peas kachori,584.68,13.25,3.21,57.51,0.5,2.03,55.45,14.25,0.77,10.11
640,Pizza,146.77,9.94,6.85,8.72,1.38,1.71,225.02,77.23,0.66,42.9
641,Cheese and tomato pancake,147.39,10.66,5.15,9.28,3.48,1.06,281.62,127.51,0.64,9.72
642,Minced meat pancake,116.04,8.18,12.01,10.48,1.29,0.7,4942.18,64.72,1.99,2.14
643,Kashmiri 'tahar',98.21,19.11,1.95,1.37,0.17,0.98,61.29,3.93,0.32,0.02
644,Cumin pulao,135.24,23.61,2.47,3.2,0.64,1.4,219.73,7.25,0.33,1.42
645,Peas pulao,108.87,18.42,3.89,1.9,1.3,3.21,86.18,18.18,0.78,62.36
646,Split bengal gram dal and vegetable pulao,116.53,19.72,3.6,2.3,1.59,3.16,98.07,19.09,0.82,27.07
647,Black channa pulao/ Bengal gram pulao,125.51,21.55,3.44,2.58,1.99,2.69,103.09,16.51,0.77,8.11
648,Mutton pulao,130.77,11.26,6.52,10.78,1.0,1.65,3115.59,49.87,1.25,4.47
649,Chicken pulao,108.24,11.17,6.07,8.48,0.99,1.64,3093.47,32.25,0.98,4.47
650,Mexican rice,120.57,14.21,4.62,4.88,1.44,1.64,93.42,14.51,0.55,42.71
651,Plain khitchdi,57.03,10.04,1.72,1.01,0.12,0.85,37.14,5.05,0.31,0.83
652,Masala dosa mixed vegetable fillings,144.53,23.02,4.84,3.26,1.53,4.31,122.08,31.79,1.21,52.07
653,Masala dosa paneer fillings,243.12,29.76,10.31,8.84,4.81,3.11,160.4,171.23,1.27,11.5
654,Spaghetti with meat balls and tomato sauce,158.13,10.46,5.61,10.64,1.87,1.11,189.13,40.82,0.71,44.09
655,Spaghetti with paneer balls and tomato sauce,158.54,12.72,3.95,10.44,3.03,1.25,199.55,80.73,0.55,44.09
656,Home made egg noodles,240.84,42.92,6.55,4.37,1.03,1.6,177.24,15.96,1.15,0.0
657,Sour lentils,34.79,6.04,2.22,0.12,1.25,1.22,115.6,8.29,0.85,1.88
658,Urad special dehusked,69.43,8.86,3.14,2.17,1.32,2.5,109.56,16.4,0.83,17.4
659,Arhar with spinach,52.84,4.77,2.05,2.76,0.23,1.3,109.97,21.81,0.89,18.79
660,Moong dal with vadi,24.08,1.0,0.4,2.05,0.45,0.39,112.36,2.99,0.18,10.19
661,Rasam with tamarind,26.74,3.37,1.13,0.88,0.83,1.6,104.11,16.56,0.59,17.27
662,Rasam with lemon,24.41,2.85,1.11,0.87,0.44,1.54,102.77,15.56,0.52,19.71
663,Green gram whole with baghar,63.43,6.8,3.23,2.48,0.15,3.02,181.69,25.04,1.0,0.48
664,Urad sabut special,79.39,5.03,2.33,5.46,0.86,2.15,60.09,21.45,0.71,28.45
665,Kabuli channa curry,68.57,7.63,2.92,3.06,1.24,1.12,122.05,32.03,0.95,16.22
666,Besan gatte curry,189.38,16.26,7.75,10.72,4.5,3.25,356.27,151.08,1.89,13.39
667,Dry masala chops,135.07,3.3,9.08,9.54,2.27,0.86,83.47,112.25,1.39,1.87
668,Mutton korma,115.64,2.53,7.09,8.54,1.64,0.78,56.94,79.07,1.09,5.54
669,Shahi keema kofta curry,418.13,1.73,4.14,43.83,0.78,0.91,104.53,14.51,0.67,20.97
670,Minced meat ball curry,109.79,2.86,6.82,7.85,1.27,1.49,170.06,23.84,1.01,20.62
671,Boti kebab,132.86,3.06,9.22,9.27,2.09,0.76,78.14,98.67,1.41,4.52
672,Mutton seekh kebab,133.94,3.11,11.25,8.43,1.4,1.88,102.17,117.44,2.19,3.97
673,Indian lamb and egg curry,335.75,2.07,3.84,34.7,0.75,0.6,57.44,12.91,0.55,7.67
674,Soya chunks sweet and sour,500.94,3.27,2.85,55.99,1.1,0.86,2257.67,13.89,0.7,37.78
675,Soya chunks korma,131.43,7.67,3.86,9.5,4.66,2.57,148.98,89.7,1.18,11.59
676,Mushroom matar,70.77,5.33,2.79,4.11,1.39,3.13,61.63,21.42,0.81,39.15
677,Soya chunks and peas,82.62,5.82,3.03,5.11,1.64,2.86,70.97,20.32,0.99,39.15
678,Vegetable yakhni,406.06,1.94,1.18,43.8,1.44,0.61,38.05,43.67,0.24,5.43
679,Spinach mushroom,47.63,2.95,1.94,2.96,1.0,2.27,70.97,49.75,1.69,60.21
680,Vegetarian nargisi kofta curry,332.15,6.58,2.29,32.94,1.65,0.86,73.56,47.09,0.38,27.25
681,Roast chicken,199.9,0.1,20.49,13.06,0.05,0.03,71.71,13.61,0.79,0.3
682,Shahi chicken masala,163.7,4.07,9.82,12.02,2.86,0.96,142.56,82.68,0.89,9.92
683,Tomato chicken,111.68,2.13,10.57,6.71,0.93,1.42,104.83,21.24,0.87,24.53
684,Creamy chicken,152.87,3.13,13.52,9.57,2.11,0.69,97.08,50.37,0.82,7.46
685,Broccoli chicken ala king,119.56,5.34,7.97,7.57,2.49,1.92,104.01,73.36,0.78,79.81
686,Ginger chicken,129.17,5.6,8.24,8.24,1.95,1.21,365.86,18.41,0.96,49.96
687,Chicken sweet and sour,445.09,2.67,6.92,47.59,0.89,0.58,1809.94,21.98,0.93,37.78
688,Chicken korma,147.96,5.43,9.83,9.67,3.32,1.82,119.21,68.66,1.06,10.02
689,Fish finger,542.9,4.47,5.66,55.82,0.17,0.34,103.55,11.38,0.38,14.13
690,Fish in coconut milk,86.21,2.73,8.66,4.43,1.55,1.52,73.93,21.94,0.91,10.71
691,Prawn curry,109.55,3.1,8.54,6.93,2.03,1.56,375.86,37.25,0.96,3.72
692,Baked stuffed fish,121.96,2.12,16.14,5.43,0.35,0.38,74.36,18.8,0.35,13.01
693,Fish pie,120.9,7.74,9.25,5.77,1.13,0.76,101.8,36.15,0.46,27.02
694,Crispy baked fish,138.4,9.59,10.95,6.41,1.53,1.21,192.42,60.04,0.55,16.97
695,Fish souffle,139.71,5.14,10.51,8.55,2.09,0.19,92.45,63.87,0.59,2.41
696,Potato curry,89.56,10.42,1.52,4.47,1.58,2.42,78.4,23.74,0.97,42.18
697,Egg curry,117.52,4.03,5.38,8.81,1.9,2.09,142.12,41.59,1.52,19.03
698,Vegetable curry with coconut,83.07,7.19,2.77,4.66,1.41,3.35,43.4,19.63,0.95,69.6
699,Curd with potatoes,59.9,7.15,1.56,2.72,1.82,1.19,51.99,36.36,0.47,42.93
700,Potato kofta curry,455.4,2.78,0.56,49.08,0.63,0.56,30.12,7.77,0.26,46.64
701,Yam kofta curry,322.88,3.75,0.71,33.84,0.63,1.04,42.22,8.35,0.31,36.07
702,Jackfruit kofta curry,321.08,3.17,0.8,33.83,2.4,0.96,40.04,11.36,0.24,27.49
703,Spinach and potato,57.17,5.91,1.63,2.82,0.93,2.04,62.46,43.67,1.59,78.73
704,Mooli bhujia,91.2,4.74,1.69,7.25,1.07,2.36,89.73,131.88,2.37,80.77
705,Bathua bhujia,90.9,3.63,2.26,7.29,1.08,3.8,81.99,165.84,2.36,66.6
706,Cabbage rolls,142.48,6.09,8.21,9.36,1.26,1.84,118.05,31.54,0.98,12.69
707,Cabbage rolls,124.63,7.03,5.76,8.17,3.81,2.35,123.98,29.82,0.95,26.91
708,Dry arbi,134.95,11.11,2.12,8.97,1.55,2.47,81.25,22.77,0.68,8.11
709,Masala arbi,185.38,16.16,3.01,11.9,0.81,3.1,261.31,32.08,0.99,1.9
710,Peas brinjal bhartha,84.55,5.02,2.05,6.05,1.57,3.63,63.65,19.63,0.63,27.86
711,Okra/Lady's fingers fry,110.81,4.5,1.83,9.27,1.42,3.57,92.78,67.88,0.88,29.07
712,Crispy okra/Crispy lady's fingers,657.76,4.35,1.91,70.4,0.26,1.75,40.42,27.61,0.56,18.14
713,Stuffed bittergourd,162.36,4.68,1.36,15.24,1.95,2.86,360.09,17.25,0.91,46.93
714,Jackfruit/Kathal,488.97,4.56,0.93,51.78,3.55,1.33,33.68,12.79,0.33,21.72
715,Yam fried,491.76,5.47,0.79,51.79,0.8,1.44,37.07,8.11,0.43,30.3
716,"Cauliflower, pea and potato bhujia",95.67,8.23,2.75,5.54,1.47,3.26,86.29,21.05,0.98,53.51
717,Vegetable jalfrezi,68.48,5.43,1.4,4.38,1.79,2.97,79.46,27.11,0.68,26.08
718,Vegetables stir fry,30.78,3.19,1.04,1.47,0.86,1.37,55.0,13.3,0.34,38.17
719,Broccoli delight,40.7,2.34,2.49,2.48,1.08,2.83,59.26,26.99,0.71,79.0
720,Cauliflower basket,90.95,3.97,5.21,5.88,1.47,2.4,194.22,100.19,0.92,71.55
721,Stuffed bottle gourd,93.19,4.36,5.84,5.8,1.52,1.18,106.99,71.83,0.66,9.01
722,Ducheese potato,140.54,10.94,3.6,9.01,0.29,1.29,103.85,18.1,0.76,7.23
723,Roast potatoes,87.32,14.52,1.53,2.35,0.33,1.71,90.67,10.38,0.57,17.36
724,Stuffed baked potatoes,100.2,11.03,3.82,4.39,0.4,1.31,92.09,25.72,0.81,18.77
725,Potato nests,111.62,11.05,5.71,4.77,1.41,2.49,182.12,55.25,0.87,37.47
726,Parsley potato,119.51,13.81,1.49,6.28,0.34,1.59,4.62,11.43,0.55,23.82
727,Creamed spinach and mushroom,419.62,3.17,2.28,44.14,1.17,1.02,90.21,65.49,0.9,48.37
728,Fricassee of Mushroom,106.66,8.13,3.65,6.63,2.51,1.23,118.98,84.97,0.36,39.68
729,Cauliflower au gratin,145.9,9.13,4.45,10.2,3.01,1.44,164.96,119.69,0.57,50.15
730,Vegetable and cheese pie,126.88,8.76,4.03,8.28,2.69,1.91,117.99,99.48,0.58,55.0
731,Spinach souffle,150.18,6.27,7.36,10.52,0.89,1.44,244.07,133.69,2.15,30.28
732,Beetroot and egg salad,84.92,3.4,3.36,6.45,1.97,0.55,110.12,18.13,0.55,6.0
733,Sour cream potato salad,121.9,9.05,2.89,8.13,0.84,1.21,102.66,23.25,0.9,37.28
734,Tossed green salad,49.88,3.82,1.33,3.24,1.9,1.33,65.09,33.71,1.27,58.24
735,Spring basket salad,160.46,11.61,3.36,11.3,1.46,3.09,26.02,45.65,0.85,70.79
736,Cucumber and yogurt salad,36.13,4.72,2.09,0.93,2.28,1.66,141.73,68.49,0.52,6.74
737,Chicken and tomato towers,100.55,2.36,6.9,6.99,1.21,1.14,76.02,17.54,0.77,56.69
738,Frozen frosty fruit salad,103.51,15.61,1.68,4.17,14.38,0.26,13.23,28.61,0.41,33.45
739,French dressing,733.77,3.68,0.32,79.65,3.01,0.22,261.13,6.98,0.48,6.42
740,Mayonnaise without eggs,329.05,3.98,2.13,33.84,3.68,0.04,193.58,75.54,0.27,12.05
741,Curd dressing,78.8,8.03,5.59,2.9,7.57,0.22,204.62,194.59,0.18,5.34
742,Carrot raita,64.78,7.19,4.14,2.19,5.99,1.69,274.46,146.72,0.55,7.76
743,Pumpkin raita,55.6,6.02,3.74,1.88,5.48,1.04,129.14,130.11,0.33,7.11
744,Mint and peanut raita,112.05,7.31,7.05,6.19,6.17,1.79,223.01,191.01,1.68,6.06
745,Spinach raita,52.75,5.06,3.95,1.86,3.97,1.39,126.57,142.96,1.61,32.9
746,Bathua raita,54.4,5.31,4.13,1.76,4.11,2.19,110.92,206.31,1.46,43.65
747,Pineapple raita,67.74,8.62,3.9,2.02,8.12,1.39,135.48,134.53,0.27,19.89
748,Banana raita,89.03,13.51,4.13,2.07,10.11,1.0,135.43,133.23,0.31,5.73
749,Mango raita,67.37,8.23,3.9,2.14,7.87,0.89,135.46,136.06,0.34,18.19
750,Guava raita,64.36,7.27,4.19,2.07,6.71,3.0,135.94,136.93,0.28,108.7
751,Grapes raita,72.59,9.66,3.98,2.07,8.51,0.71,135.64,134.52,0.26,10.55
752,Bottle gourd kheer,84.07,10.0,2.7,3.86,9.63,0.55,19.62,94.18,0.23,6.2
753,Pumpkin kheer,86.35,10.44,2.76,3.86,10.12,0.63,20.99,95.61,0.24,8.06
754,Apple kheer,81.3,11.34,2.14,3.18,10.71,0.51,15.86,75.67,0.18,5.82
755,Caramel custard,122.7,14.95,5.11,5.01,14.92,0.0,44.78,90.59,0.53,3.02
756,Vanilla ice cream without egg,228.67,14.21,2.69,18.15,13.45,0.0,23.97,81.27,0.1,2.13
757,Vanilla ice cream with egg,214.85,11.71,4.16,17.02,11.69,0.0,37.72,77.42,0.34,2.13
758,Strawberry ice cream,215.61,12.26,4.15,16.96,11.6,0.0,37.62,77.08,0.34,2.13
759,Chocochip ice cream,241.45,16.75,4.23,17.93,16.08,0.0,34.84,73.22,0.51,2.13
760,Choconut ice cream,273.96,23.13,5.04,18.49,21.02,0.51,29.83,67.38,0.89,2.17
761,Pear chocholate sunday,183.49,15.02,2.08,13.11,14.41,0.07,16.26,56.67,0.24,3.34
762,Chocolate sauce,263.2,43.21,1.91,10.39,42.06,0.0,2.8,18.8,1.13,0.0
763,Coffee ice cream,150.62,14.09,3.15,9.43,13.35,0.0,42.09,95.72,0.15,2.16
764,Crunchy butterscotch,277.32,19.92,3.11,20.99,17.73,0.47,22.24,72.26,0.26,2.13
765,Vanilla ice cream with apples in hot cherry sauce,196.32,22.75,1.73,11.45,14.19,0.26,31.54,56.34,0.16,4.23
766,Grape and orange whip,57.39,6.72,1.41,2.62,5.66,0.97,14.36,17.4,0.53,34.86
767,Honey banana cream,125.49,13.64,2.78,6.68,10.51,0.7,15.65,43.52,0.23,16.68
768,Fruit delight,107.09,9.11,2.09,7.09,9.03,0.09,17.27,71.69,0.15,7.74
769,Creamy chocolate mousse,230.52,9.53,6.85,18.16,8.99,0.0,48.64,45.25,0.96,0.75
770,Cold lemon souffle,169.87,15.62,5.89,9.78,13.88,0.0,46.35,55.03,0.53,8.65
771,Cold orange souffle,173.19,16.27,5.94,9.82,14.42,0.11,46.53,55.45,0.57,10.08
772,Cold pineapple souffle,181.22,16.85,6.23,10.39,14.99,0.0,49.38,57.13,0.54,1.88
773,Cold vanilla souffle,179.54,16.29,6.22,10.32,14.49,0.0,49.09,62.47,0.52,1.3
774,Cold chocolate souffle,187.53,17.22,6.37,10.86,15.31,0.0,47.77,62.91,0.68,1.3
775,Stewed fruit,74.32,18.22,0.25,0.32,17.67,2.84,1.7,5.94,0.21,2.48
776,Apricot fool,240.79,33.64,1.54,11.35,21.29,1.0,8.28,26.37,0.73,1.47
777,Apple crumb pudding,220.85,35.17,1.54,8.87,27.69,1.33,59.36,38.49,1.05,3.6
778,Steamed cake with chocolate sauce,301.91,29.06,4.49,19.01,19.72,0.29,100.32,67.76,0.85,1.81
779,Hot lemon souffle,155.25,16.31,5.29,7.93,12.07,0.14,47.75,48.77,0.55,12.93
780,Gulab jamun with milk powder,471.15,28.24,0.85,40.15,27.04,0.05,67.28,26.13,0.13,0.41
781,Chum chum,130.05,28.27,1.52,1.92,27.84,0.02,16.65,62.58,0.13,2.69
782,Rasgulla,118.64,25.79,1.38,1.75,25.4,0.01,15.19,57.09,0.12,2.69
783,Rasmalai,135.55,29.17,1.61,2.11,28.71,0.07,16.46,62.31,0.15,2.69
784,Khoa coconut burfi,411.45,36.55,9.98,26.01,35.6,4.07,31.14,309.84,2.1,0.0
785,Semolina burfi,348.67,47.1,3.47,16.86,28.67,2.8,8.33,14.86,1.01,0.0
786,Pumpkin coconut burfi,186.18,17.02,1.75,12.66,16.11,4.29,8.95,21.76,0.79,3.02
787,Khoa ladoo,396.02,34.43,12.21,24.09,33.37,3.08,31.71,358.61,2.25,0.02
788,Wheat and gram flour ladoo,501.7,50.5,9.38,29.86,18.46,6.01,27.06,35.27,2.39,0.0
789,Semolina ladoo with nuts,441.84,48.02,5.44,25.45,19.79,4.27,3.93,18.04,1.81,0.03
790,Sesame chickpeas brittle,282.74,50.49,8.5,4.66,36.48,5.54,17.93,150.73,4.8,0.0
791,Murmura chikki,253.82,59.59,2.12,0.32,48.27,0.37,15.03,63.3,3.3,0.0
792,Masala onion pakora/pakoda,551.64,6.48,2.05,57.61,1.58,1.44,99.22,11.06,0.42,1.18
793,Masala green chilli pakora/pakoda,668.76,5.55,2.22,71.01,0.27,1.34,120.9,8.58,0.47,3.84
794,Chicken pakora/pakoda,590.09,4.55,6.03,60.98,0.22,0.96,103.23,9.08,0.51,0.14
795,Fish pakora/pakoda,577.03,4.55,5.97,59.52,0.22,0.96,112.24,12.65,0.63,0.14
796,Paneer cutlet,672.2,7.62,4.59,69.38,2.52,0.39,91.45,107.86,0.48,1.81
797,Sago cutlet/vadas,558.76,11.23,0.56,56.97,0.1,0.54,48.17,5.43,0.38,13.39
798,Poshtik cutlet,496.45,7.39,2.0,50.94,0.32,1.35,57.11,14.94,0.69,16.42
799,Egg cutlet,575.02,5.77,2.45,60.25,0.2,0.58,79.4,16.22,0.56,11.07
800,Minced meat cutlet,531.86,5.61,5.1,54.47,0.31,0.4,95.81,20.82,0.63,1.81
801,Vegetable samosa,443.11,13.22,2.21,42.22,0.74,1.52,107.7,10.37,0.6,10.06
802,Plain urad dal vada,745.5,9.7,4.39,76.32,0.16,2.27,65.87,10.6,0.96,0.0
803,Masala urad dal vada,703.78,9.93,4.32,71.62,0.7,2.71,61.49,11.87,1.0,2.05
804,Tomato ginger chutney,44.66,9.11,1.05,0.32,6.31,2.14,209.42,23.63,1.08,3.65
805,Mint tomato chutney,43.65,8.22,1.53,0.36,5.48,2.63,183.98,47.59,2.06,4.07
806,Coriander chutney,42.86,8.16,1.38,0.37,5.5,2.47,186.64,39.8,1.63,4.24
807,Gooseberry chutney,43.02,8.83,1.44,0.62,0.06,4.58,215.09,46.4,1.22,4.84
808,Walnut chutney,370.43,8.91,9.44,33.46,4.4,3.04,160.0,119.57,1.77,1.33
809,Saunth/Sonth chutney with ginger,84.22,20.62,0.28,0.11,19.04,0.31,222.53,15.17,0.7,0.0
810,Dessicated coconut chutney,346.36,36.72,12.88,15.88,10.41,13.16,321.07,73.55,5.44,0.15
811,Curd mint dip,76.13,9.11,4.82,2.44,7.83,0.77,222.77,172.79,0.82,3.28
812,Curd vegetable dip,56.21,6.04,3.88,1.94,5.42,0.63,132.48,129.58,0.37,4.53
813,Mayonnaise vegetable dip,241.27,4.8,3.01,23.44,4.39,0.41,119.58,91.42,0.28,4.58
814,Tomato and cucumber sandwich,150.68,20.51,4.03,6.31,1.79,2.1,222.22,76.75,1.15,7.12
815,Tomato sandwich,189.92,21.29,6.26,9.39,2.58,1.91,420.6,150.9,0.88,8.91
816,French sandwich,186.75,14.82,6.82,11.51,1.82,1.37,274.68,100.73,1.24,6.66
817,Peanut butter cucumber sandwich,243.33,29.76,9.04,10.56,2.91,3.35,460.09,95.35,1.32,0.92
818,Mint and peanut sandwich,273.59,31.83,7.18,13.88,2.78,3.67,453.3,114.99,1.7,1.75
819,Spicy chutney sandwich,249.58,34.03,8.74,9.58,3.96,3.73,315.4,154.53,1.51,0.21
820,Chicken walnut sandwich,285.78,22.62,12.58,16.77,1.77,1.53,287.39,78.45,1.12,0.0
821,Rolled sandwich,293.07,34.69,6.45,15.29,2.7,2.07,321.57,117.68,1.23,0.91
822,Ribbon sandwich,239.26,24.76,6.26,13.37,4.66,2.92,382.11,157.85,1.05,4.55
823,Checker board sandwich,348.37,25.94,7.37,24.65,2.9,2.22,358.25,188.02,1.11,0.05
824,Submarine sandwich,216.92,13.6,6.09,15.32,2.5,1.24,254.28,72.35,1.23,21.43
825,Cheese open sandwich,274.07,28.42,9.84,14.24,3.24,1.74,504.41,256.25,1.22,0.6
826,Sunset and sunrise open sandwich,241.31,18.89,8.58,15.14,1.95,1.39,381.29,114.07,1.28,3.86
827,Chicken and corn open sandwich,188.16,19.21,8.63,8.83,2.48,1.67,226.72,65.13,0.8,2.12
828,Chocolate sponge cake,239.86,39.54,9.13,5.51,25.0,0.52,61.47,33.99,1.81,0.0
829,Chocolate swiss roll,306.08,26.97,6.01,19.76,18.83,0.29,44.53,42.79,1.08,0.19
830,Lemon curd filling,225.62,26.41,3.43,12.58,26.13,0.0,34.9,16.39,0.6,0.64
831,Jam filling,184.62,46.15,0.0,0.0,41.54,0.0,0.0,0.0,0.0,0.0
832,Chocolate pastry,243.37,32.24,7.05,10.12,22.34,0.32,46.54,50.7,1.44,0.25
833,Assorted pastry,230.74,31.99,6.78,8.91,19.7,0.43,49.99,47.2,0.94,0.25
834,Orange gateau,178.05,27.01,4.78,6.02,18.33,0.68,80.41,41.69,0.89,10.49
835,Lemon cake,373.85,43.1,5.29,20.63,25.84,0.62,151.29,32.77,0.91,2.44
836,Victorian sandwich,373.09,44.74,5.18,19.83,28.18,0.59,145.28,36.25,0.86,0.08
837,Chocolate eggless cake,312.01,43.45,6.66,13.19,34.2,0.32,196.61,185.38,0.95,2.67
838,Orange eggless cake,355.62,52.65,7.16,13.82,37.87,0.56,226.28,205.84,0.52,3.47
839,Chocolate glace icing,436.29,62.43,3.22,20.8,59.88,0.0,8.66,26.75,2.04,0.0
840,Butter icing,500.72,71.64,0.19,25.37,71.64,0.0,5.98,12.48,0.14,0.0
841,Chocolate butter icing,469.59,61.72,3.21,24.77,59.82,0.0,4.99,31.87,1.85,0.0
842,Almond biscuit,407.74,52.14,6.25,19.7,22.19,1.5,151.76,44.05,1.11,0.03
843,Orange biscuit,354.78,62.11,3.63,11.01,42.63,0.75,259.14,20.35,0.77,1.36
844,Gingerman biscuit,357.43,55.24,6.26,12.73,21.64,2.0,918.57,41.35,1.59,3.65
845,Coffee drops,443.07,43.06,7.57,27.16,18.27,1.88,88.17,57.09,1.48,0.03
846,Chocolate cream shells,427.17,59.26,5.1,19.34,34.72,0.9,126.84,28.53,1.08,0.0
847,Jelly biscuit,404.61,55.24,4.23,19.33,29.76,2.02,110.57,36.46,1.19,0.03
848,Cherry and walnut cookies,422.6,59.35,5.63,18.75,30.37,1.3,114.62,46.27,1.31,0.0
849,Cheese straws,382.0,30.61,9.83,24.28,1.79,1.29,587.42,160.64,1.29,0.0
850,Butterfly biscuit,341.45,25.33,9.98,22.11,2.44,1.02,572.05,202.49,1.09,0.03
851,Flan pastry,445.8,47.84,6.72,25.04,6.22,1.58,193.23,21.85,1.15,0.0
852,Fruit flan,261.35,34.71,3.3,12.48,9.52,0.71,110.04,19.28,0.61,3.3
853,Orange cream flan,280.28,36.16,4.73,13.59,25.27,0.63,82.41,27.9,0.93,43.79
854,Fruit puree tart,286.5,30.42,3.35,16.83,9.79,1.31,49.65,19.64,0.63,2.6
855,Apple banana pie,243.99,32.12,3.13,11.39,12.96,1.89,384.43,21.23,0.79,8.88
856,Cream buns,215.74,14.16,4.45,15.81,5.95,0.31,45.49,45.27,0.5,0.33
857,Savoury puffs,190.79,10.8,9.51,15.24,4.51,0.33,2274.24,68.83,1.19,1.49
858,Paneer patties,338.58,22.79,7.6,23.96,4.04,1.18,158.44,129.9,0.79,3.3
